"","ID","Intercept","umol.L.sec","Temp.C"
"28","C1_ND_24C_O2",263.423247186761,-0.004213637578374,23.9017916666667
"29","C1_ND_26C_O2",246.262183061101,-0.00506984703137147,25.8416769230769
"30","C1_ND_28C_O2",231.986623817627,-0.00756388191124441,27.8905510204082
"31","C1_ND_30C_O2",235.368054520918,-0.00846072874493922,29.8105102040816
"32","C1_ND_32C_O2",210.407074117647,-0.0100447058823529,31.8027647058824
"33","C1_ND_34C_O2",196.933598555212,-0.010890952872377,33.887380952381
"34","C1_ND_36C_O2",187.252962162162,-0.0117544807965859,36.0333333333333
"35","C1_ND_39C_O2",147.273628111658,-0.0133276190476191,38.91940625
"36","C1_ND_42C_O2",136.257322314062,-0.010450588678109,41.891375
"37","C1_NL_16C_O2",290.940968247938,0.0036153025039802,16.2296153846154
"38","C1_NL_20C_O2",274.845652149401,0.00449478505990137,19.9062941176471
"39","C1_NL_22C_O2",271.055603519164,0.00567940766550511,21.9788076923077
"40","C1_NL_24C_O2",260.539536193087,0.00617062839326994,23.9877272727273
"41","C1_NL_26C_O2",253.317081104357,0.00885001809234344,25.8000384615385
"42","C1_NL_28C_O2",246.230788439619,0.00666295546011937,27.9695714285714
"43","C1_NL_30C_O2",231.748142405762,0.00858230012004795,29.8532156862745
"44","C1_NL_32C_O2",227.910898550725,0.00679710144927513,31.79924
"45","C1_NL_34C_O2",216.847605774019,0.00250634719285872,34.03175
"46","C1_NL_36C_O2",188.758613181439,0.00172466240622397,35.9822888888889
"47","C1_NL_39C_O2",153.05456952381,-0.00753142857142962,39.378
"48","C1_NL_42C_O2",139.13937541502,-0.0090129205094423,42.0777083333333
"49","C10_AD_16C_O2",228.730907401361,-0.00151556462585041,16.1930357142857
"50","C10_AD_20C_O2",250.357277995404,-0.00179063354852825,19.71598
"51","C10_AD_22C_O2",244.129359466543,-0.00340467930928154,21.9680526315789
"52","C10_AD_24C_O2",235.316778969093,-0.00338996275042782,23.83452
"53","C10_AD_26C_O2",229.742871265551,-0.00497336765336763,25.8489459459459
"54","C10_AD_28C_O2",221.703449336899,-0.00585816384409689,27.7947959183673
"55","C10_AD_30C_O2",206.524232711916,-0.00631340573152347,29.8773529411765
"56","C10_AD_32C_O2",194.466888809524,-0.00772690476190469,31.7443529411765
"57","C10_AD_34C_O2",190.234807878788,-0.0120442424242424,33.8060714285714
"58","C10_AD_36C_O2",182.088412069892,-0.0124838440860215,35.8831944444444
"59","C10_AD_39C_O2",150.236546734425,-0.0155049501223414,39.0063103448276
"60","C10_AD_42C_O2",117.273762105263,-0.0178305263157896,42.0271785714286
"61","C10_AL_16C_O2",204.552682062561,0.000722079667644263,16.5217894736842
"62","C10_AL_20C_O2",216.991773306343,0.00133013495276649,20.2371632653061
"63","C10_AL_22C_O2",214.711569190476,0.00131917687074831,21.7898076923077
"64","C10_AL_24C_O2",212.466876378636,0.000997734838616333,23.9248431372549
"65","C10_AL_26C_O2",208.904741789993,0.000718644920970448,25.9696530612245
"66","C10_AL_28C_O2",202.926247692308,0.000881794871794946,28.1844375
"67","C10_AL_30C_O2",193.83082606383,-0.00114521276595747,29.8480980392157
"68","C10_AL_32C_O2",186.703599782806,-0.00136147209653099,32.0639215686274
"69","C10_AL_34C_O2",175.846930543168,-0.00277331046312178,34.2255166666667
"70","C10_AL_36C_O2",158.748851322751,-0.00835396825396829,35.963
"71","C10_AL_39C_O2",141.765982392027,-0.0092620658411356,38.9600363636364
"72","C10_AL_42C_O2",102.377437130248,-0.0077278622752308,41.9905636363636
"73","C10_ND_16C_O2",250.429140418212,-0.00133941837338061,16.1107454545455
"74","C10_ND_20C_O2",241.885588923836,-0.00197153253160656,19.8436833333333
"75","C10_ND_22C_O2",235.200495188948,-0.00241770144600338,21.9079649122807
"76","C10_ND_24C_O2",229.665829405879,-0.00314244527829891,23.807875
"77","C10_ND_26C_O2",216.002672701465,-0.0030923443223443,25.8403230769231
"78","C10_ND_28C_O2",201.096959863248,-0.00524909401709395,27.8668275862069
"79","C10_ND_30C_O2",205.185127109567,-0.00528047836155749,29.9087755102041
"80","C10_ND_32C_O2",185.568554586466,-0.00753503759398482,31.8736071428571
"81","C10_ND_34C_O2",173.944546,-0.00738121739130449,33.9275555555556
"82","C10_ND_36C_O2",164.186453896185,-0.00809808005003129,36.00222
